id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
12,17.6,2012-08-14,Government,139,DWE,34.98602267706132,-7.098685724801216,unknown,8,Lake Tanganyika,D,Kilimanjaro,16,9,Ilala,Sinza,272,True,GeoData Consultants Ltd,water board,unknown,True,2010,handpump,motorpump,handpump,private operator,user-group,monthly,never pay,milky,bad,enough,insufficient,spring,rainwater harvesting,groundwater,dam,dam
13,517.8,2011-02-18,Germany,469,unknown,30.603668827968317,-5.9142367094815125,Kwa Hassan,5,Lake Nyasa,B,Dar es Salaam,5,4,Temeke,Machame Uroki,387,False,GeoData Consultants Ltd,user-group,Scheme A,False,2000,motorpump,motorpump,submersible,water board,unknown,other,other,milky,good,insufficient,dry,shallow well,shallow well,unknown,hand pump,hand pump
14,1.5,2013-06-08,unknown,458,DWE,34.6925146948591,-1.4667909875945249,Kwa Hassan,3,Wami/Ruvu,A,Mwanza,12,5,Kinondoni,Kijitonyama,276,False,GeoData Consultants Ltd,water board,unknown,False,2010,submersible,submersible,gravity,user-group,commercial,never pay,other,unknown,unknown,seasonal,dry,shallow well,shallow well,surface,dam,improved spring
15,40.0,2012-06-06,unknown,298,DWE,37.62748269092346,-8.832757989123671,Kwa Mama,6,Wami/Ruvu,B,Kilimanjaro,26,7,Ilala,Moshono,298,True,GeoData Consultants Ltd,vwc,unknown,False,2000,motorpump,handpump,submersible,user-group,user-group,never pay,pay per bucket,unknown,unknown,enough,insufficient,spring,shallow well,groundwater,communal standpipe,improved spring
16,83.0,2011-04-12,World Bank,1787,DWE,39.24542930878468,-5.305896327073338,Kwa Mama,4,Pangani,D,Mwanza,10,2,Temeke,Kilimanjaro Central,0,False,GeoData Consultants Ltd,vwc,Scheme B,True,0,motorpump,rope pump,gravity,vwc,user-group,other,monthly,salty,bad,dry,insufficient,spring,spring,surface,hand pump,improved spring
17,54.0,2011-02-09,Government,533,DWE,35.53004232779766,-4.747248109730005,unknown,6,Wami/Ruvu,B,Mwanza,22,2,Hai,Sinza,168,False,GeoData Consultants Ltd,private operator,unknown,True,0,rope pump,gravity,submersible,vwc,commercial,never pay,monthly,soft,unknown,seasonal,dry,rainwater harvesting,spring,surface,hand pump,hand pump
18,93.0,2013-03-05,Germany,25,DWE,35.20993552301103,-2.695180469291433,Kwa Hassan,4,Wami/Ruvu,C,Kilimanjaro,5,1,Kinondoni,Kilimanjaro Central,284,False,GeoData Consultants Ltd,private operator,unknown,True,1980,submersible,handpump,submersible,vwc,unknown,never pay,pay per bucket,unknown,good,insufficient,dry,borehole,spring,groundwater,improved spring,dam
19,426.3,2011-09-25,unknown,107,CES,30.097270996695467,-5.174219049447554,unknown,6,Ruvuma,A,Arusha,18,4,Ilala,Sinza,478,False,GeoData Consultants Ltd,vwc,Scheme B,False,2010,rope pump,submersible,submersible,private operator,user-group,never pay,monthly,unknown,unknown,dry,dry,rainwater harvesting,rainwater harvesting,groundwater,dam,communal standpipe
20,140.5,2011-04-12,Germany,793,unknown,38.76960681259549,-7.9088200172036345,Kwa Mama,2,Ruvuma,A,Arusha,20,4,Temeke,Kilimanjaro Central,37,True,GeoData Consultants Ltd,vwc,Scheme A,False,1980,submersible,motorpump,handpump,user-group,commercial,other,monthly,unknown,unknown,seasonal,insufficient,borehole,rainwater harvesting,unknown,improved spring,improved spring
21,422.0,2012-05-13,Government,678,WE,32.526883939673574,-3.543128987447542,Kwa Mama,6,Pangani,C,Dar es Salaam,16,1,Temeke,Kijitonyama,150,False,GeoData Consultants Ltd,user-group,Scheme B,True,1990,handpump,gravity,submersible,vwc,unknown,pay per bucket,other,soft,bad,enough,dry,shallow well,spring,unknown,hand pump,dam
22,48.9,2013-02-23,World Bank,628,WE,33.83858015277842,-1.5394032425566895,Kwa Mzee,9,Lake Nyasa,D,Arusha,26,5,Moshi,Moshono,29,False,GeoData Consultants Ltd,user-group,Scheme A,True,0,handpump,handpump,rope pump,private operator,commercial,monthly,never pay,fluoride,bad,enough,insufficient,spring,borehole,groundwater,dam,hand pump
23,621.2,2012-02-19,Germany,603,CES,30.692720285726317,-2.065748984126806,Kwa Mama,6,Lake Nyasa,D,Dodoma,8,9,Moshi,Sinza,393,True,GeoData Consultants Ltd,vwc,Scheme B,False,0,rope pump,gravity,rope pump,user-group,user-group,never pay,pay per bucket,unknown,bad,insufficient,seasonal,spring,borehole,groundwater,communal standpipe,dam
24,64.8,2013-06-13,World Bank,1976,unknown,37.426964740448184,-7.94730629668542,unknown,7,Ruvuma,B,Morogoro,26,8,Kinondoni,Sinza,0,True,GeoData Consultants Ltd,user-group,Scheme B,True,1980,motorpump,motorpump,handpump,water board,unknown,monthly,other,fluoride,unknown,dry,dry,rainwater harvesting,borehole,groundwater,communal standpipe,dam
25,172.1,2013-08-17,World Bank,1987,WE,39.29644906362084,-9.880984355191277,Kwa Hassan,4,Lake Nyasa,A,Dodoma,9,9,Ilala,Machame Uroki,345,True,GeoData Consultants Ltd,water board,Scheme B,False,2000,motorpump,rope pump,motorpump,vwc,user-group,never pay,monthly,unknown,unknown,insufficient,dry,borehole,shallow well,surface,hand pump,improved spring
26,149.1,2012-08-04,Germany,1571,CES,34.49963781373573,-5.69675374508804,Kwa Mama,4,Wami/Ruvu,C,Mwanza,21,2,Temeke,Sinza,126,True,GeoData Consultants Ltd,user-group,Scheme A,True,0,submersible,rope pump,rope pump,water board,unknown,other,never pay,milky,bad,seasonal,insufficient,rainwater harvesting,shallow well,unknown,improved spring,hand pump
27,22.9,2012-03-12,unknown,0,DWE,36.223249423267895,-0.919168910027949,Kwa Hassan,4,Pangani,A,Dar es Salaam,18,7,Ilala,Machame Uroki,453,False,GeoData Consultants Ltd,vwc,unknown,False,0,submersible,handpump,gravity,private operator,unknown,other,monthly,soft,bad,seasonal,dry,rainwater harvesting,spring,unknown,improved spring,communal standpipe
28,435.4,2011-03-21,unknown,0,CES,37.90345891895433,-8.49643133165023,Kwa Mzee,1,Lake Victoria,B,Kilimanjaro,18,5,Ilala,Machame Uroki,88,False,GeoData Consultants Ltd,water board,unknown,True,0,rope pump,motorpump,motorpump,user-group,commercial,never pay,never pay,salty,bad,dry,dry,shallow well,spring,groundwater,improved spring,communal standpipe
29,135.1,2012-09-20,Germany,452,WE,34.78189017194626,-6.16745712323237,unknown,4,Ruvuma,A,Dar es Salaam,7,4,Kinondoni,Kijitonyama,0,True,GeoData Consultants Ltd,user-group,Scheme B,False,1980,gravity,handpump,handpump,water board,commercial,monthly,pay per bucket,fluoride,unknown,enough,seasonal,spring,borehole,unknown,hand pump,hand pump
30,35.6,2013-05-16,Germany,752,unknown,37.40597353334486,-0.8119574352742056,unknown,6,Pangani,D,Kilimanjaro,1,3,Arusha DC,Moshono,43,False,GeoData Consultants Ltd,user-group,Scheme A,True,1990,rope pump,motorpump,gravity,vwc,unknown,monthly,other,soft,unknown,enough,seasonal,borehole,spring,surface,hand pump,improved spring
31,5.9,2013-01-08,World Bank,531,DWE,35.05255308430551,-4.391237372858367,Kwa Mzee,6,Lake Victoria,A,Arusha,21,3,Arusha DC,Kilimanjaro Central,315,False,GeoData Consultants Ltd,user-group,Scheme B,False,1980,handpump,handpump,gravity,vwc,unknown,never pay,pay per bucket,soft,unknown,seasonal,insufficient,spring,spring,surface,communal standpipe,communal standpipe
32,283.3,2013-10-19,Government,1006,DWE,38.40301684727777,-7.271653046229698,Kwa Mzee,5,Ruvuma,B,Dodoma,2,3,Ilala,Kijitonyama,50,False,GeoData Consultants Ltd,water board,unknown,True,1990,handpump,handpump,motorpump,water board,unknown,pay per bucket,other,salty,bad,dry,insufficient,rainwater harvesting,shallow well,groundwater,communal standpipe,improved spring
33,159.3,2012-11-22,Government,651,unknown,38.88360648960946,-7.845259593486299,unknown,3,Lake Tanganyika,C,Dodoma,24,3,Moshi,Kijitonyama,426,True,GeoData Consultants Ltd,user-group,unknown,True,0,rope pump,submersible,handpump,vwc,commercial,other,monthly,unknown,unknown,insufficient,enough,borehole,shallow well,surface,communal standpipe,dam
34,92.8,2011-10-12,Germany,1425,DWE,35.20452041949791,-8.538895882851575,Kwa Hassan,4,Lake Victoria,B,Dodoma,11,4,Temeke,Kijitonyama,343,False,GeoData Consultants Ltd,vwc,Scheme B,False,2010,handpump,motorpump,motorpump,private operator,commercial,never pay,monthly,soft,bad,enough,enough,shallow well,borehole,groundwater,hand pump,communal standpipe
35,134.0,2011-08-08,Private,1241,DWE,34.99599242134839,-2.2405228372516213,Kwa Mama,2,Pangani,A,Kilimanjaro,15,8,Kinondoni,Moshono,244,False,GeoData Consultants Ltd,private operator,Scheme A,False,1980,rope pump,handpump,submersible,user-group,unknown,other,other,soft,bad,enough,seasonal,spring,shallow well,unknown,improved spring,communal standpipe
36,857.1,2011-06-02,unknown,466,unknown,31.077718028122625,-11.707245822741978,Kwa Mzee,7,Lake Nyasa,B,Arusha,7,9,Temeke,Sinza,42,False,GeoData Consultants Ltd,private operator,Scheme A,True,0,gravity,handpump,handpump,user-group,user-group,pay per bucket,monthly,soft,bad,dry,seasonal,shallow well,borehole,groundwater,hand pump,dam
37,64.8,2012-08-25,Germany,0,CES,36.85612046275068,-9.756227313138808,unknown,4,Lake Tanganyika,B,Morogoro,12,4,Hai,Machame Uroki,235,False,GeoData Consultants Ltd,water board,unknown,False,1980,handpump,gravity,motorpump,private operator,unknown,monthly,other,salty,unknown,insufficient,enough,rainwater harvesting,shallow well,unknown,communal standpipe,improved spring
38,314.1,2011-08-09,Private,0,WE,38.173913181810136,-8.96354671779762,unknown,8,Lake Nyasa,A,Mwanza,18,3,Ilala,Machame Uroki,120,True,GeoData Consultants Ltd,water board,Scheme A,False,2000,gravity,motorpump,handpump,user-group,user-group,monthly,other,soft,bad,dry,seasonal,rainwater harvesting,shallow well,unknown,dam,dam
39,948.6,2012-04-02,Germany,201,CES,36.242124478680736,-2.054976526993615,Kwa Mama,3,Lake Nyasa,B,Kilimanjaro,9,2,Ilala,Kilimanjaro Central,135,True,GeoData Consultants Ltd,private operator,unknown,True,0,handpump,gravity,gravity,vwc,commercial,monthly,monthly,milky,bad,insufficient,insufficient,rainwater harvesting,shallow well,groundwater,hand pump,improved spring
40,184.2,2011-06-19,World Bank,1117,unknown,33.03283727423059,-4.3042811935521685,Kwa Mzee,1,Pangani,A,Morogoro,10,3,Temeke,Machame Uroki,264,False,GeoData Consultants Ltd,user-group,Scheme B,False,1980,motorpump,gravity,submersible,user-group,commercial,other,never pay,soft,good,enough,dry,rainwater harvesting,borehole,unknown,dam,improved spring
41,475.3,2012-04-20,Germany,1154,unknown,31.112808670510137,-4.677300223456497,unknown,0,Pangani,D,Dar es Salaam,14,4,Hai,Kijitonyama,300,True,GeoData Consultants Ltd,private operator,unknown,False,2010,submersible,motorpump,submersible,water board,unknown,pay per bucket,never pay,soft,bad,dry,dry,spring,spring,surface,hand pump,improved spring
42,925.8,2012-11-25,Private,1627,DWE,30.839179558407906,-1.3118977724610392,unknown,2,Pangani,C,Arusha,27,9,Ilala,Machame Uroki,122,False,GeoData Consultants Ltd,vwc,Scheme B,True,2010,handpump,gravity,motorpump,private operator,commercial,other,other,soft,bad,dry,seasonal,borehole,rainwater harvesting,groundwater,dam,improved spring
43,968.7,2012-05-27,Germany,0,CES,33.785801420750175,-11.291688186669553,Kwa Mzee,3,Lake Tanganyika,B,Dodoma,17,1,Temeke,Kilimanjaro Central,41,False,GeoData Consultants Ltd,user-group,unknown,True,2000,handpump,handpump,submersible,vwc,user-group,monthly,monthly,soft,good,insufficient,insufficient,borehole,borehole,groundwater,improved spring,dam
44,451.6,2012-02-21,Private,890,DWE,37.997447841569944,-4.268234886132367,Kwa Mama,4,Lake Nyasa,C,Mwanza,14,2,Moshi,Moshono,468,True,GeoData Consultants Ltd,private operator,Scheme A,False,2000,submersible,submersible,motorpump,vwc,user-group,monthly,never pay,soft,good,enough,dry,rainwater harvesting,rainwater harvesting,groundwater,improved spring,dam
45,391.7,2013-08-04,Government,892,WE,37.6710937681864,-10.435232180033365,unknown,0,Lake Nyasa,B,Kilimanjaro,20,1,Temeke,Moshono,190,True,GeoData Consultants Ltd,vwc,unknown,False,0,motorpump,rope pump,handpump,user-group,commercial,other,never pay,unknown,unknown,dry,enough,spring,borehole,unknown,improved spring,hand pump
46,33.8,2013-10-17,Government,1049,CES,29.36207784478029,-9.615919206335388,unknown,7,Ruvuma,C,Dar es Salaam,18,1,Arusha DC,Moshono,21,False,GeoData Consultants Ltd,user-group,unknown,True,2000,gravity,rope pump,gravity,vwc,user-group,monthly,never pay,unknown,bad,seasonal,seasonal,rainwater harvesting,borehole,unknown,dam,communal standpipe
47,17.7,2011-01-06,Government,0,unknown,38.6145217968635,-7.371185469535151,Kwa Mama,2,Ruvuma,D,Dodoma,13,8,Temeke,Machame Uroki,236,True,GeoData Consultants Ltd,user-group,unknown,False,1980,motorpump,submersible,motorpump,private operator,user-group,monthly,pay per bucket,unknown,unknown,enough,dry,spring,borehole,surface,hand pump,communal standpipe
48,831.4,2013-05-20,World Bank,0,DWE,38.40707946746538,-8.889145422089177,Kwa Mzee,9,Lake Tanganyika,C,Dodoma,6,1,Kinondoni,Machame Uroki,1,False,GeoData Consultants Ltd,vwc,unknown,True,0,gravity,handpump,motorpump,private operator,commercial,monthly,pay per bucket,unknown,unknown,enough,insufficient,rainwater harvesting,rainwater harvesting,groundwater,dam,hand pump
49,328.6,2012-03-20,Government,0,DWE,38.91740002972912,-9.800047075916735,Kwa Mzee,7,Lake Victoria,B,Morogoro,21,3,Moshi,Machame Uroki,397,False,GeoData Consultants Ltd,private operator,Scheme A,False,2010,submersible,rope pump,rope pump,vwc,user-group,pay per bucket,other,unknown,good,insufficient,enough,borehole,shallow well,surface,communal standpipe,communal standpipe
50,105.9,2012-07-14,unknown,0,unknown,30.224451749079286,-6.251238182616193,Kwa Hassan,1,Lake Victoria,C,Kilimanjaro,15,1,Kinondoni,Kijitonyama,405,False,GeoData Consultants Ltd,user-group,unknown,False,1990,rope pump,handpump,submersible,user-group,user-group,monthly,other,fluoride,unknown,dry,insufficient,rainwater harvesting,borehole,groundwater,hand pump,hand pump
51,523.4,2012-03-08,Germany,40,unknown,31.225578794426465,-2.4275624264430604,Kwa Hassan,2,Lake Nyasa,B,Morogoro,22,6,Ilala,Kijitonyama,0,True,GeoData Consultants Ltd,water board,Scheme B,True,2000,rope pump,submersible,gravity,user-group,unknown,monthly,pay per bucket,milky,unknown,insufficient,dry,spring,borehole,unknown,improved spring,improved spring
52,1229.6,2012-09-15,World Bank,255,CES,32.5036830202569,-10.30832230639865,Kwa Mama,3,Wami/Ruvu,A,Kilimanjaro,25,4,Kinondoni,Kilimanjaro Central,94,False,GeoData Consultants Ltd,vwc,unknown,True,0,motorpump,motorpump,rope pump,vwc,unknown,pay per bucket,pay per bucket,salty,unknown,enough,dry,spring,shallow well,surface,dam,hand pump
53,189.3,2012-03-18,World Bank,904,DWE,35.48199721441716,-7.449626228621202,Kwa Mzee,7,Lake Tanganyika,B,Morogoro,28,9,Arusha DC,Kilimanjaro Central,348,False,GeoData Consultants Ltd,private operator,Scheme A,False,2010,handpump,gravity,handpump,vwc,commercial,other,other,fluoride,unknown,dry,dry,spring,rainwater harvesting,surface,communal standpipe,hand pump
54,129.0,2012-08-17,unknown,169,unknown,33.96096730115513,-10.47398493646786,Kwa Mzee,1,Pangani,B,Dar es Salaam,20,7,Ilala,Sinza,100,False,GeoData Consultants Ltd,water board,unknown,True,1980,submersible,gravity,submersible,private operator,unknown,monthly,monthly,unknown,good,seasonal,enough,shallow well,borehole,unknown,improved spring,improved spring
55,480.7,2012-04-12,Germany,335,CES,33.62771508766945,-11.160376096952387,Kwa Mama,4,Lake Tanganyika,B,Dar es Salaam,6,7,Moshi,Machame Uroki,326,False,GeoData Consultants Ltd,vwc,Scheme B,True,2000,motorpump,gravity,gravity,vwc,unknown,never pay,monthly,soft,bad,enough,insufficient,rainwater harvesting,shallow well,unknown,hand pump,dam
56,162.1,2013-06-12,Private,214,DWE,35.797337932512804,-10.336664919703818,Kwa Mama,0,Pangani,B,Dodoma,8,3,Moshi,Kilimanjaro Central,240,False,GeoData Consultants Ltd,vwc,Scheme A,True,2000,motorpump,handpump,rope pump,user-group,user-group,other,monthly,soft,good,enough,enough,spring,shallow well,surface,hand pump,improved spring
57,162.2,2011-08-07,World Bank,1445,WE,37.771482511211005,-0.6975221892296517,Kwa Hassan,2,Lake Nyasa,A,Kilimanjaro,20,7,Arusha DC,Sinza,380,True,GeoData Consultants Ltd,water board,unknown,True,0,handpump,handpump,handpump,vwc,commercial,pay per bucket,other,fluoride,good,enough,insufficient,shallow well,spring,groundwater,improved spring,hand pump
58,345.4,2012-02-15,Germany,1913,DWE,31.451130768878407,-11.022206836207278,Kwa Mzee,8,Lake Victoria,C,Mwanza,12,8,Kinondoni,Sinza,29,False,GeoData Consultants Ltd,user-group,unknown,True,1990,gravity,rope pump,submersible,vwc,commercial,monthly,never pay,milky,unknown,insufficient,insufficient,shallow well,spring,surface,communal standpipe,dam
59,147.0,2013-11-25,Private,1180,DWE,36.064558185875974,-3.6595248211066895,Kwa Mama,2,Ruvuma,A,Arusha,18,9,Arusha DC,Sinza,272,False,GeoData Consultants Ltd,private operator,unknown,False,1980,rope pump,gravity,gravity,vwc,user-group,pay per bucket,monthly,fluoride,unknown,seasonal,insufficient,rainwater harvesting,shallow well,surface,hand pump,hand pump
60,0.1,2012-04-13,Government,1664,CES,30.918477843841277,-11.955599028201531,unknown,6,Lake Tanganyika,A,Morogoro,15,3,Ilala,Sinza,226,False,GeoData Consultants Ltd,user-group,Scheme B,False,0,gravity,handpump,handpump,vwc,unknown,other,monthly,salty,bad,insufficient,dry,shallow well,shallow well,unknown,improved spring,dam
61,260.1,2011-02-03,unknown,0,DWE,30.81157525145305,-4.3934953262961045,Kwa Hassan,1,Pangani,B,Morogoro,1,8,Arusha DC,Kilimanjaro Central,1,True,GeoData Consultants Ltd,water board,Scheme B,False,2010,submersible,rope pump,gravity,user-group,user-group,never pay,never pay,unknown,good,seasonal,enough,borehole,borehole,surface,communal standpipe,hand pump
62,628.7,2011-11-09,World Bank,144,CES,33.47960468016919,-6.128782334240072,Kwa Mama,0,Lake Tanganyika,A,Morogoro,21,9,Hai,Kijitonyama,126,True,GeoData Consultants Ltd,private operator,Scheme A,True,2010,motorpump,handpump,handpump,vwc,unknown,other,never pay,milky,unknown,enough,enough,borehole,rainwater harvesting,unknown,improved spring,hand pump
63,35.8,2013-03-18,Germany,719,DWE,31.353011837496346,-8.348674425524997,Kwa Hassan,1,Wami/Ruvu,C,Morogoro,22,1,Temeke,Sinza,321,False,GeoData Consultants Ltd,water board,Scheme B,False,1990,motorpump,handpump,submersible,vwc,user-group,never pay,other,soft,good,dry,dry,spring,borehole,unknown,communal standpipe,improved spring
64,93.4,2011-11-19,Government,1020,WE,30.352158742128296,-1.4064730280520834,Kwa Mama,0,Wami/Ruvu,B,Morogoro,19,5,Temeke,Machame Uroki,473,True,GeoData Consultants Ltd,private operator,unknown,True,2000,rope pump,rope pump,rope pump,private operator,commercial,monthly,monthly,soft,bad,dry,insufficient,spring,spring,surface,communal standpipe,dam
65,207.6,2013-06-05,Private,0,unknown,36.06535291677772,-11.907217900401106,Kwa Mama,9,Pangani,C,Morogoro,3,7,Arusha DC,Kilimanjaro Central,403,False,GeoData Consultants Ltd,water board,Scheme B,True,0,rope pump,rope pump,submersible,vwc,unknown,monthly,pay per bucket,fluoride,unknown,seasonal,seasonal,spring,borehole,groundwater,improved spring,improved spring
66,160.0,2013-11-09,Government,438,CES,39.69458754293483,-10.89961639774077,Kwa Hassan,3,Lake Nyasa,C,Mwanza,28,8,Moshi,Kilimanjaro Central,273,True,GeoData Consultants Ltd,private operator,unknown,True,2000,submersible,rope pump,submersible,user-group,unknown,pay per bucket,never pay,fluoride,bad,enough,dry,rainwater harvesting,shallow well,groundwater,hand pump,improved spring
67,113.6,2013-11-07,Government,1562,unknown,36.69798706985656,-10.9229088025954,Kwa Hassan,2,Lake Victoria,B,Dar es Salaam,17,9,Hai,Moshono,197,True,GeoData Consultants Ltd,water board,Scheme B,False,0,motorpump,handpump,handpump,private operator,user-group,other,other,soft,good,seasonal,seasonal,spring,shallow well,unknown,improved spring,dam
68,94.3,2012-03-12,Germany,844,DWE,35.156327151374555,-1.3988883796436848,Kwa Mzee,5,Wami/Ruvu,C,Morogoro,3,5,Moshi,Sinza,441,True,GeoData Consultants Ltd,water board,unknown,False,2000,handpump,gravity,gravity,private operator,unknown,other,never pay,salty,good,enough,seasonal,shallow well,spring,unknown,dam,communal standpipe
69,654.6,2011-06-14,Private,0,WE,38.87897329676349,-5.76389401336913,Kwa Mama,0,Lake Nyasa,C,Mwanza,26,1,Kinondoni,Kijitonyama,0,False,GeoData Consultants Ltd,user-group,Scheme A,True,2000,rope pump,handpump,submersible,user-group,unknown,monthly,other,unknown,good,insufficient,enough,shallow well,shallow well,groundwater,dam,dam
70,558.0,2012-08-25,Private,529,DWE,30.95832263731012,-7.649994408407245,Kwa Mzee,9,Pangani,B,Mwanza,27,8,Arusha DC,Machame Uroki,0,True,GeoData Consultants Ltd,user-group,unknown,True,2010,rope pump,rope pump,rope pump,user-group,user-group,never pay,pay per bucket,salty,unknown,enough,dry,spring,shallow well,surface,dam,improved spring
71,120.9,2011-10-04,Government,947,WE,33.8005515047044,-8.598292255051875,Kwa Mzee,3,Wami/Ruvu,D,Morogoro,10,2,Moshi,Moshono,238,False,GeoData Consultants Ltd,water board,unknown,False,2000,handpump,submersible,motorpump,vwc,unknown,never pay,monthly,fluoride,unknown,seasonal,dry,shallow well,rainwater harvesting,groundwater,dam,communal standpipe
72,305.1,2011-10-06,World Bank,740,CES,32.06963659303997,-11.198956621647387,Kwa Hassan,9,Pangani,D,Dar es Salaam,1,2,Temeke,Sinza,0,True,GeoData Consultants Ltd,vwc,Scheme A,False,0,motorpump,gravity,motorpump,private operator,commercial,other,never pay,milky,good,enough,seasonal,spring,borehole,unknown,hand pump,communal standpipe
73,577.6,2013-01-15,unknown,919,WE,32.167631363066704,-3.5078972812884306,Kwa Hassan,8,Lake Nyasa,D,Mwanza,9,4,Hai,Machame Uroki,422,True,GeoData Consultants Ltd,vwc,Scheme A,True,2000,handpump,motorpump,gravity,private operator,user-group,other,pay per bucket,unknown,bad,insufficient,dry,borehole,rainwater harvesting,unknown,hand pump,dam
74,565.4,2012-05-01,Government,1038,CES,29.909321177056746,-9.80811678866455,Kwa Mama,3,Ruvuma,A,Mwanza,15,5,Ilala,Sinza,351,True,GeoData Consultants Ltd,user-group,Scheme B,False,2010,gravity,gravity,gravity,water board,unknown,never pay,other,salty,good,enough,enough,spring,borehole,surface,hand pump,improved spring
75,76.0,2012-04-25,Private,737,CES,32.4924273571294,-7.7288951074857035,unknown,6,Pangani,C,Dar es Salaam,10,4,Arusha DC,Machame Uroki,190,True,GeoData Consultants Ltd,water board,unknown,True,2000,submersible,motorpump,handpump,private operator,user-group,other,never pay,soft,unknown,enough,dry,shallow well,rainwater harvesting,unknown,dam,dam
